360,高雄市,2016/11/13,大寮,5.4,0.51,0,39.4,65,36,20.35,2.27,18.08,2.514,0.187,2.327,1.35,1.15,25.77,0,0,77.61,0
361,高雄市,2016/11/13,仁武,4.1,0.48,0,46.7,68,30,17.94,1.3,16.63,2.223,0.148,2.075,1.4,1.22,25.93,0,0,74.46,0
362,高雄市,2016/11/13,橋頭,3.8,0.48,0,41.6,70,34,17.42,2.01,15.41,0,0,0,1.93,1.71,25.05,0,0,74.99,0
363,高雄市,2016/11/13,美濃,2.5,0.39,0,47.3,54,37,9.19,1.41,7.78,0,0,0,1.04,0.88,25.88,0,0,74.04,0
364,高雄市,2016/11/12,左營,4.1,0.51,0,44.8,78,48,19.46,1.43,18.02,2.29,0.178,2.112,2.14,1.8,25.56,0,0,70.97,0
365,高雄市,2016/11/12,楠梓,3.2,0.47,0,42.1,104,43,18.68,1.62,17.06,2.161,0.157,2.004,1.87,1.28,26.39,0,0,68.07,0
366,高雄市,2016/11/12,前金,3.3,0.56,0,44.6,82,52,20.75,1.28,19.44,2.227,0.208,2.019,2,1.42,26.45,0,0,69.14,0
367,高雄市,2016/11/12,前鎮,5.7,0.61,0,39.9,77,38,26.82,2.82,24,2.281,0.203,2.078,1.59,1.14,26.59,0,0,67.25,0
368,高雄市,2016/11/12,復興,6.8,0.78,0,37.9,70,42,31.79,3.88,27.92,2.362,0.299,2.063,1.08,0.82,28.02,0,0,69.85,0
369,高雄市,2016/11/12,小港,9.8,0.54,0,37.7,77,36,27.65,2.33,25.36,2.253,0.239,2.015,1.65,1.22,26.76,0,0,70.49,0
370,高雄市,2016/11/12,鳳山,8.2,0.54,0,43.4,100,43,21.56,1.99,19.57,2.232,0.228,2.004,1.42,0.95,26.9,0,0,67.38,0
371,高雄市,2016/11/12,林園,4.3,0.38,0,51.1,45,35,16.47,1.79,14.69,2.204,0.083,2.121,1.81,1.65,26.51,0,0,73.31,0
372,高雄市,2016/11/12,大寮,5.7,0.5,0,42.5,73,38,20.48,1.81,18.66,2.425,0.204,2.221,1.39,1.19,25.98,0,0,73.06,0
373,高雄市,2016/11/12,仁武,4.3,0.49,0,41.4,89,41,23.6,2.72,20.88,2.247,0.181,2.066,1.71,1.45,26.22,0,0,69.78,0
374,高雄市,2016/11/12,橋頭,3.7,0.52,0,38.9,84,37,20.53,2.36,18.17,0,0,0,2.02,1.5,25.51,0,0,68.72,0
375,高雄市,2016/11/12,美濃,3,0.41,0,47.4,61,42,10.34,1.59,8.74,0,0,0,1.15,0.93,26.39,0,0,70.39,0
376,高雄市,2016/11/11,左營,4.6,0.5,0,35.9,62,37,24.88,2.97,21.91,2.319,0.229,2.09,1.56,1.3,23.35,0,0,75.73,0
377,高雄市,2016/11/11,楠梓,3.5,0.48,0,30,83,29,26.85,4.45,22.4,2.195,0.214,1.981,1.49,1.09,23.78,0,0,74.15,0
378,高雄市,2016/11/11,前金,4.1,0.53,0,33.3,53,30,24.92,3.61,21.31,2.219,0.232,1.988,1.68,1.14,24.32,0,0,73.12,0
379,高雄市,2016/11/11,前鎮,8.2,0.56,0,27.9,61,26,34.52,5.9,28.62,2.311,0.252,2.059,1.34,1.14,24.47,0,0,71.38,0
380,高雄市,2016/11/11,復興,6.8,0.77,0,25.7,53,30,39.69,7.27,32.42,2.364,0.337,2.026,0.91,0.72,25.96,0,0,73.49,0
381,高雄市,2016/11/11,小港,11.2,0.5,0,21,60,28,46.89,11.45,35.45,2.339,0.356,1.982,1.48,1.13,24.69,0,0,74.31,0
382,高雄市,2016/11/11,鳳山,4.4,0.69,0,26.1,68,24,30.79,4.65,26.14,2.323,0.341,1.982,1.25,0.93,24.75,0,0,71.32,0
383,高雄市,2016/11/11,林園,9.5,0.34,0,36.3,36,26,22,3.17,18.83,2.084,0.094,1.99,1.8,1.68,24.81,0,0,75.73,0
384,高雄市,2016/11/11,大寮,5.7,0.45,0,26,57,26,28.81,4.38,24.43,2.365,0.261,2.104,1.43,1.23,24.05,0,0,75.3,0
385,高雄市,2016/11/11,仁武,4.9,0.53,0,30.5,72,25,33.2,6.96,26.24,2.297,0.286,2.011,1.25,1.02,23.85,0,0,75.01,0
386,高雄市,2016/11/11,橋頭,3.6,0.47,0,29.8,66,30,25.38,3.99,21.39,0,0,0,1.65,1.27,22.89,0,0,75.47,0
387,高雄市,2016/11/11,美濃,2.6,0.39,0,31.3,48,33,13.29,2.56,10.73,0,0,0,0.98,0.73,23.98,0,0,74.88,0
388,高雄市,2016/11/10,左營,5,0.47,0,22.9,71,36,28.21,3.66,24.55,2.369,0.245,2.124,3.09,1.66,23.58,0,0,68.29,0
389,高雄市,2016/11/10,楠梓,3.8,0.39,0,22,86,30,26.13,4,22.11,2.179,0.183,1.996,2.42,1.09,23.5,0,0,68.89,0
390,高雄市,2016/11/10,前金,4.3,0.49,0,24.2,70,31,28.22,3.97,24.25,2.248,0.244,2.005,2.98,1.31,24.46,0,0,66.85,0
391,高雄市,2016/11/10,前鎮,3.3,0.54,0,25.7,71,25,29.22,3.91,25.31,2.28,0.221,2.059,1.86,0.87,24.79,0,0,64.88,0
392,高雄市,2016/11/10,復興,3.9,0.75,0,23.3,62,27,36.93,7.08,29.84,2.375,0.345,2.03,1.5,0.77,26.27,0,0,67.44,0
393,高雄市,2016/11/10,小港,4.7,0.55,0,21,70,28,37.58,5.98,31.6,2.256,0.278,1.978,2.23,0.62,25.11,0,0,67.34,0
394,高雄市,2016/11/10,鳳山,7,0.55,0,21.7,93,28,33.47,6.47,27,2.29,0.284,2.006,1.97,0.72,24.69,0,0,67.38,0
395,高雄市,2016/11/10,林園,6.6,0.43,0,29.6,57,34,29.41,3.43,25.98,2.359,0.341,2.018,2.91,1.78,25.46,0,0,69.22,0
396,高雄市,2016/11/10,大寮,4.4,0.42,0,26.7,74,27,27.5,4.42,23.09,2.368,0.256,2.111,2.74,1.94,24.21,0,0,71.91,0
397,高雄市,2016/11/10,仁武,5.6,0.47,0,20.6,76,26,32,6.67,25.34,2.3,0.261,2.039,2.92,2.12,23.71,0,0,69.72,0
398,高雄市,2016/11/10,橋頭,4.1,0.4,0,21.1,63,26,26.97,4.65,22.31,0,0,0,2.69,0.9,22.77,0,0,69.67,0
399,高雄市,2016/11/10,美濃,1.5,0.36,0,27.9,60,36,12.49,1.55,10.94,0,0,0,1.03,0.75,24.13,0,0,75.26,0
400,高雄市,2016/11/09,左營,4.4,0.49,0,39.7,71,33,20.24,1.61,18.59,2.264,0.184,2.081,2.15,1.53,24,0,0,70.97,0
401,高雄市,2016/11/09,楠梓,3.1,0.43,0,35.4,94,28,21.74,2.24,19.5,2.125,0.159,1.965,2.02,1.33,24.47,0,0,68.82,0
402,高雄市,2016/11/09,前金,3.8,0.5,0,38.9,60,27,20.66,2.22,18.44,2.155,0.178,1.978,2.34,1.52,24.74,0,0,70.27,0
403,高雄市,2016/11/09,前鎮,4.6,0.56,0,36.2,71,22,27.58,4.58,23,2.25,0.191,2.059,1.61,0.86,25.05,0,0,69.11,0
404,高雄市,2016/11/09,復興,4.8,0.67,0,36.6,65,27,28.94,4.29,24.65,2.266,0.256,2.009,1.2,0.67,26.44,0,0,71.88,0
405,高雄市,2016/11/09,小港,11.5,0.59,0,29.8,71,29,43.7,10.24,33.46,2.207,0.233,1.974,1.81,1.2,25.35,0,0,72.77,0
406,高雄市,2016/11/09,鳳山,6.6,0.65,0,34.1,80,24,29.21,4.13,25.07,2.287,0.297,1.991,1.75,1.29,25.21,0,0,70.81,0
407,高雄市,2016/11/09,林園,7.6,0.41,0,45.5,45,28,22.81,3.07,19.74,2.106,0.087,2.018,2.12,1.95,25.46,0,0,76.11,0
408,高雄市,2016/11/09,大寮,4.5,0.49,0,39.3,69,27,25.94,3.45,22.48,2.358,0.244,2.113,1.92,1.65,24.64,0,0,75.6,0
409,高雄市,2016/11/09,仁武,4.1,0.49,0,33.4,75,25,26.73,3.94,22.78,2.228,0.224,2.003,2.14,1.69,24.18,0,0,71.91,0
410,高雄市,2016/11/09,橋頭,3.6,0.44,0,45.7,92,28,21.3,1.96,19.33,0,0,0,2.38,1.76,24.95,0,0,63.94,0
411,高雄市,2016/11/09,美濃,2.2,0.39,0,32.2,60,33,0,0,0,0,0,0,1.28,1,24.78,0,0,72.1,0
412,高雄市,2016/11/08,左營,4.6,0.4,0,35.8,72,39,18.19,1.3,16.86,2.221,0.167,2.055,2.48,2.01,25.53,0,0,70.71,0
413,高雄市,2016/11/08,楠梓,3.1,0.34,0,30.7,87,22,20.37,2.89,17.48,2.102,0.156,1.946,2.29,1.49,25.94,0,0,67.88,0
414,高雄市,2016/11/08,前金,3.2,0.43,0,39.8,63,30,16.48,1.09,15.39,2.084,0.145,1.939,2.77,1.94,26.58,0,0,67.9,0
415,高雄市,2016/11/08,前鎮,3.3,0.56,0,28.1,63,26,0,0,0,2.231,0.209,2.022,1.6,0.91,26.69,0,0,65.5,0
416,高雄市,2016/11/08,復興,4,0.69,0,28.9,58,29,28.51,4.92,23.59,2.317,0.297,2.02,1.35,0.89,28.1,0,0,68.2,0
417,高雄市,2016/11/08,小港,4.7,0.43,0,27.5,61,26,29.46,4.98,24.48,2.188,0.214,1.974,2.06,1.24,26.88,0,0,68.61,0
418,高雄市,2016/11/08,鳳山,4.4,0.5,0,30.7,89,28,21.64,2.63,19.02,2.201,0.22,1.98,1.79,1.11,26.69,0,0,67.08,0
419,高雄市,2016/11/08,林園,3.7,0.31,0,35.6,44,29,17.8,2.02,15.79,2.178,0.058,2.121,2.53,2.22,26.6,0,0,72.37,0
420,高雄市,2016/11/08,大寮,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,高雄市,2016/11/08,仁武,4.5,0.41,0,29.4,65,32,25.94,4.06,21.88,2.17,0.19,1.98,2.23,1.79,25.86,0,0,69.9,0
422,高雄市,2016/11/08,橋頭,2.9,0.36,0,30.6,61,23,19.62,2.82,16.8,0,0,0,2.5,1.55,25.03,0,0,69.28,0
423,高雄市,2016/11/08,美濃,1.5,0.3,0,36.8,49,32,0,0,0,0,0,0,1.15,0.91,26.1,0,0,68.52,0
424,高雄市,2016/11/07,左營,4.2,0.44,0,41.6,67,44,17.74,1.07,16.64,2.213,0.166,2.047,1.91,1.56,26.02,0,0,69.46,0
425,高雄市,2016/11/07,楠梓,3.9,0.43,0,34.6,85,37,22.29,2.85,19.44,2.113,0.168,1.946,1.61,1.18,26.59,0,0,66.76,0
426,高雄市,2016/11/07,前金,3.4,0.46,0,41,65,42,18.32,1.22,17.08,2.113,0.158,1.955,2.09,1.66,26.59,0,0,68.68,0
427,高雄市,2016/11/07,前鎮,5,0.54,0,36.4,66,31,24.7,2.58,22.12,2.169,0.191,1.977,1.54,1.07,26.97,0,0,64.85,0
428,高雄市,2016/11/07,復興,4.7,0.77,0,34.3,61,36,32,4.76,27.25,2.297,0.306,1.992,1.21,0.85,28.46,0,0,67.01,0
429,高雄市,2016/11/07,小港,4.4,0.43,0,35.4,66,31,24.77,2.23,22.53,2.101,0.171,1.93,1.85,1.36,27.06,0,0,67.09,0
430,高雄市,2016/11/07,鳳山,2.6,0.52,0,40.6,87,37,17.67,1.16,16.51,2.139,0.192,1.947,1.64,1.12,27.08,0,0,64.98,0
431,高雄市,2016/11/07,林園,4.5,0.36,0,45.2,49,41,13.77,1.37,12.39,2.185,0.044,2.142,2.11,1.96,26.79,0,0,71.77,0
432,高雄市,2016/11/07,大寮,5.2,0.44,0,40.8,0,0,19.04,3.02,16.02,2.332,0.178,2.154,1.72,1.23,26.33,0,0,70.25,0
433,高雄市,2016/11/07,仁武,4.7,0.43,0,38.1,75,40,22.37,2.03,20.34,2.135,0.172,1.963,1.49,1.31,26.45,0,0,68.02,0
434,高雄市,2016/11/07,橋頭,3.8,0.4,0,34.7,61,30,18.52,2.37,16.14,0,0,0,1.76,1.38,25.52,0,0,68.97,0
435,高雄市,2016/11/07,美濃,1.6,0.32,0,37.1,52,36,7.72,2.02,5.71,0,0,0,1.06,0.7,26.33,0,0,69.07,0
436,高雄市,2016/11/06,左營,4.3,0.43,0,51,67,45,16.63,0.9,15.66,2.23,0.183,2.047,1.93,1.64,25.53,0,0,72.36,0
437,高雄市,2016/11/06,楠梓,3.6,0.41,0,45.7,74,36,17.35,1.81,15.54,2.069,0.125,1.944,1.83,1.48,26.05,0,0,69.3,0
438,高雄市,2016/11/06,前金,3.6,0.43,0,53.2,61,38,15.46,0.92,14.51,2.07,0.133,1.937,1.94,1.56,26.21,0,0,70.91,0
439,高雄市,2016/11/06,前鎮,4.2,0.47,0,48.7,63,30,18.72,1.64,17.08,2.099,0.133,1.966,1.43,1.17,26.38,0,0,68.2,0
440,高雄市,2016/11/06,復興,4.1,0.58,0,47.8,55,31,21.59,2.19,19.39,2.186,0.21,1.976,1.31,0.94,27.82,0,0,70.69,0
441,高雄市,2016/11/06,小港,4.6,0.37,0,44.7,58,28,18.92,1.34,17.56,2.035,0.126,1.908,2.01,1.65,26.4,0,0,71.19,0
442,高雄市,2016/11/06,鳳山,2.9,0.49,0,47.8,77,32,14.93,1.35,13.58,2.077,0.147,1.93,1.56,1.19,26.46,0,0,69.05,0
443,高雄市,2016/11/06,林園,4.9,0.31,0,48.2,45,38,13.09,0.79,12.26,2.058,0.03,2.028,2.34,2.14,26.28,0,0,73.76,0
444,高雄市,2016/11/06,大寮,7.1,0.37,0,45.6,63,31,15.35,1.19,14.13,2.175,0.136,2.04,1.69,1.24,25.9,0,0,71.96,0
445,高雄市,2016/11/06,仁武,4.3,0.41,0,46.4,73,37,17.7,2.04,15.66,2.115,0.139,1.976,1.4,1.24,25.86,0,0,71.41,0
446,高雄市,2016/11/06,橋頭,3.3,0.39,0,46.1,62,30,14.33,2.02,12.31,0,0,0,1.96,1.7,24.99,0,0,71.22,0
447,高雄市,2016/11/06,美濃,2.2,0.34,0,44.6,49,36,7.56,1.33,6.23,0,0,0,1.03,0.82,25.58,0,0,70.95,0
448,高雄市,2016/11/05,左營,3.5,0.39,0,45.4,66,38,17.02,1.31,15.69,2.188,0.145,2.043,2.18,1.69,24.82,0,0,71.48,0
449,高雄市,2016/11/05,楠梓,3.1,0.34,0,43.5,71,29,16.26,1.89,14.38,2.019,0.1,1.919,2.02,1.41,25.33,0,0,69.37,0
450,高雄市,2016/11/05,前金,3.8,0.4,0,45.3,62,34,15.71,1.15,14.55,2.075,0.128,1.948,2.28,1.79,25.53,0,0,69.83,0
451,高雄市,2016/11/05,前鎮,3.5,0.48,0,40.6,61,25,22.34,2.66,19.68,2.096,0.142,1.955,2.11,1.33,25.98,0,0,65.14,0
452,高雄市,2016/11/05,復興,4.6,0.68,0,37,52,27,30.05,4.49,25.56,2.212,0.258,1.954,1.44,1.06,27.51,0,0,67.3,0
453,高雄市,2016/11/05,小港,6.6,0.43,0,34.7,58,29,28.53,2.2,26.33,2.153,0.221,1.931,2.05,1.31,26.21,0,0,68.06,0
454,高雄市,2016/11/05,鳳山,4.8,0.42,0,42.9,75,29,17.02,1.55,15.47,2.109,0.17,1.938,1.76,1,26.08,0,0,66.79,0
455,高雄市,2016/11/05,林園,5.8,0.3,0,44.1,45,31,14.82,1.25,13.57,2.062,0.07,1.992,2.6,2.28,25.87,0,0,71.22,0
456,高雄市,2016/11/05,大寮,5.8,0.38,0,41.6,61,25,17.5,1,16.46,2.153,0.145,2.008,2,1.44,25.3,0,0,70.75,0
457,高雄市,2016/11/05,仁武,5.1,0.39,0,40.2,78,32,21.53,2.36,19.17,2.18,0.218,1.961,1.92,1.59,25.24,0,0,70.48,0
458,高雄市,2016/11/05,橋頭,3.4,0.38,0,39.4,69,30,17.45,1.7,15.75,0,0,0,2.06,1.6,24.36,0,0,71.38,0
459,高雄市,2016/11/05,美濃,1.9,0.3,0,39.4,43,29,7.79,1.3,6.49,0,0,0,1.11,0.83,24.98,0,0,70.61,0
460,高雄市,2016/11/04,左營,5.4,0.46,0,43,78,42,22.76,2,20.71,2.318,0.238,2.079,1.98,1.67,24.84,0,0,69.24,0
461,高雄市,2016/11/04,楠梓,3.9,0.46,0,36.4,87,32,25.94,2.94,23,2.173,0.206,1.967,1.88,1.4,25.45,0,0,66.11,0
462,高雄市,2016/11/04,前金,4,0.49,0,39.8,68,31,21.26,1.58,19.68,2.18,0.207,1.973,2.24,1.58,25.79,0,0,65.86,0
463,高雄市,2016/11/04,前鎮,4.7,0.52,0,40.4,69,24,22.64,2.11,20.53,2.153,0.188,1.966,1.75,1.26,26.12,0,0,62.34,0
464,高雄市,2016/11/04,復興,5.3,0.7,0,36.4,60,26,29.6,3.84,25.75,2.271,0.293,1.978,1.25,1,27.61,0,0,64.8,0
465,高雄市,2016/11/04,小港,5.2,0.44,0,35.4,69,22,28.1,1.21,26.88,0,0,0,2.03,1.53,26.71,0,0,62.94,0
466,高雄市,2016/11/04,鳳山,4.6,0.52,0,39.1,84,27,21.87,1.68,20.19,2.169,0.218,1.952,1.67,1.19,26.17,0,0,63.14,0
467,高雄市,2016/11/04,林園,4.6,0.35,0,42.7,49,30,17.45,1.59,15.86,2.159,0.089,2.07,2.59,2.28,25.98,0,0,69.51,0
468,高雄市,2016/11/04,大寮,4.4,0.51,0,40.6,73,27,21.94,2.79,19.15,2.308,0.24,2.068,1.95,1.47,25.45,0,0,68.02,0
469,高雄市,2016/11/04,仁武,5.8,0.45,0,37.2,75,35,25.87,3.05,22.82,2.226,0.237,1.989,1.68,1.47,25.37,0,0,66.96,0
470,高雄市,2016/11/04,橋頭,4.1,0.48,0,33.9,73,29,26.54,3.8,22.74,0,0,0,2.02,1.66,24.45,0,0,68.14,0
471,高雄市,2016/11/04,美濃,2.2,0.3,0,44.9,47,29,8.77,1.34,7.43,0,0,0,1.11,0.88,25.25,0,0,68.42,0
472,高雄市,2016/11/03,左營,5.3,0.41,0,45.2,66,31,22.18,2.62,19.56,2.211,0.164,2.048,2.06,1.55,24.28,0,0,66.53,0
473,高雄市,2016/11/03,楠梓,3.9,0.38,0,35.5,82,24,25.5,3.84,21.66,2.067,0.15,1.917,1.97,1.48,24.89,0,0,63.96,0
474,高雄市,2016/11/03,前金,4.3,0.43,0,42.5,60,24,19.98,3.09,16.89,2.109,0.163,1.946,2.14,1.5,25.06,0,0,64.38,0
475,高雄市,2016/11/03,前鎮,5.5,0.48,0,38.4,70,26,27.53,4.51,23.03,2.209,0.215,1.994,1.68,1.1,25.36,0,0,63.23,0
476,高雄市,2016/11/03,復興,5.9,0.62,0,35.6,59,24,29.24,3.51,25.73,2.286,0.301,1.985,1.1,0.8,26.82,0,0,65.68,0
477,高雄市,2016/11/03,小港,9.8,0.46,0,32.5,71,27,39.1,8.96,30.14,2.179,0.231,1.948,1.83,1.37,25.6,0,0,65.64,0
478,高雄市,2016/11/03,鳳山,5.5,0.54,0,34.2,75,24,25.84,3.98,21.86,2.203,0.248,1.956,1.72,1.22,25.67,0,0,62.13,0
479,高雄市,2016/11/03,林園,7.3,0.28,0,47.8,48,27,19.13,2.42,16.71,2.055,0.064,1.991,2.14,1.88,25.6,0,0,69.14,0
480,高雄市,2016/11/03,大寮,7.7,0.45,0,33.2,68,23,26.01,4.88,21.13,2.268,0.203,2.065,1.82,1.45,24.92,0,0,68.11,0
481,高雄市,2016/11/03,仁武,4.8,0.38,0,36,68,27,24.63,4.11,20.51,2.124,0.167,1.956,1.94,1.64,24.68,0,0,65.9,0
482,高雄市,2016/11/03,橋頭,3.6,0.35,0,37.3,65,22,19.86,2.51,17.35,0,0,0,2.27,1.68,23.98,0,0,64.65,0
483,高雄市,2016/11/03,美濃,2.9,0.31,0,39.7,54,29,11.65,1.56,10.09,0,0,0,1.19,0.89,24.96,0,0,67.04,0
484,高雄市,2016/11/02,左營,5.2,0.48,0,32.8,92,35,25.3,2.47,22.83,2.326,0.207,2.119,2.53,1.76,24.37,0,0,66.74,0
485,高雄市,2016/11/02,楠梓,3.9,0.4,0,33.6,92,30,24.09,3.21,20.88,2.145,0.166,1.979,2.3,1.24,24.66,0,0,65.31,0
486,高雄市,2016/11/02,前金,3.8,0.5,0,34.9,84,32,25.79,3.13,22.65,2.228,0.205,2.023,2.7,1.8,25.12,0,0,66,0
487,高雄市,2016/11/02,前鎮,4.3,0.63,0,33.9,91,30,30.34,3.36,26.98,2.305,0.251,2.054,1.75,1,25.74,0,0,62.72,0
488,高雄市,2016/11/02,復興,4.8,0.81,0,33.1,79,29,37.2,5.45,31.76,2.463,0.399,2.064,1.32,0.62,27.24,0,0,65.31,0
489,高雄市,2016/11/02,小港,6.7,0.57,0,29.9,86,32,39.23,5.55,33.67,2.298,0.294,2.004,1.83,1.01,26.01,0,0,65.44,0
490,高雄市,2016/11/02,鳳山,6.1,0.57,0,31.5,105,32,31.16,4.07,27.09,2.323,0.299,2.024,1.69,1.1,25.73,0,0,64.52,0
491,高雄市,2016/11/02,林園,6.4,0.42,0,39.4,66,37,26.23,3.3,22.92,2.208,0.158,2.05,2.16,1.78,26.06,0,0,69.58,0
492,高雄市,2016/11/02,大寮,5.7,0.48,0,35.4,87,30,27.05,2.88,24.16,2.338,0.253,2.085,2.04,1.7,25.08,0,0,69.17,0
493,高雄市,2016/11/02,仁武,5,0.47,0,32.6,91,31,30.38,5.48,24.9,2.27,0.242,2.027,2.15,1.75,24.73,0,0,66.33,0
494,高雄市,2016/11/02,橋頭,4.3,0.41,0,30.1,78,24,25.51,3.39,22.12,0,0,0,2.42,1.08,23.85,0,0,65.95,0
495,高雄市,2016/11/02,美濃,1.6,0.3,0,36.8,59,30,10.64,1.4,9.24,0,0,0,1.18,0.96,24.91,0,0,72.22,0
496,高雄市,2016/11/01,左營,4.9,0.48,0,33.8,83,35,21.87,2.04,19.79,2.283,0.187,2.095,2.08,1.53,25.55,0,0,71.29,0
497,高雄市,2016/11/01,楠梓,3.2,0.4,0,28.3,90,27,25.03,4.26,20.78,2.116,0.146,1.97,1.98,1.24,25.86,0,0,70.05,0
498,高雄市,2016/11/01,前金,3.1,0.51,0,34.2,75,31,20.39,1.56,18.83,2.18,0.18,2.001,2.24,1.59,26.26,0,0,70.92,0
499,高雄市,2016/11/01,前鎮,4.8,0.62,0,30.9,81,27,27.31,3.36,23.96,2.268,0.227,2.041,1.6,1.01,26.77,0,0,67.75,0
500,高雄市,2016/11/01,復興,5.6,0.8,0,28.6,72,29,35.81,6.36,29.44,2.396,0.348,2.049,1.11,0.68,28.33,0,0,69.98,0
501,高雄市,2016/11/01,小港,8.8,0.59,0,24.8,83,32,38.69,6.33,32.36,2.282,0.293,1.989,1.68,1.16,27.03,0,0,71.09,0
502,高雄市,2016/11/01,鳳山,6.4,0.58,0,29.8,94,28,26.6,3.73,22.88,2.271,0.278,1.993,1.61,1.05,26.83,0,0,69.82,0
503,高雄市,2016/11/01,林園,7.7,0.36,0,37.8,61,32,23.32,2.82,20.5,2.173,0.097,2.076,1.94,1.79,26.91,0,0,74.67,0
504,高雄市,2016/11/01,大寮,6.1,0.5,0,28.9,89,29,24.3,2.42,21.88,2.289,0.222,2.067,1.81,1.45,26.28,0,0,73.32,0
505,高雄市,2016/11/01,仁武,4.3,0.47,0,29,82,27,25.97,5.02,20.96,2.216,0.209,2.007,1.96,1.68,25.82,0,0,71.46,0
506,高雄市,2016/11/01,橋頭,3.7,0.4,0,29.4,72,24,20.86,2.53,18.3,0,0,0,2.23,1.32,25.06,0,0,69.87,0
507,高雄市,2016/11/01,美濃,2.1,0.39,0,35.6,64,29,10.89,1.62,9.27,0,0,0,0.94,0.79,26.01,0,0,74.99,0
508,基隆市,2016/11/13,基隆,3.6,0.5,0,16.1,25,14,25.91,6.5,19.42,2.252,0.208,2.044,0.84,0.52,24.18,0,0,82.85,0
509,基隆市,2016/11/12,基隆,2,0.42,0,26.8,26,12,27.61,9.08,18.52,2.081,0.157,1.924,0.97,0.64,23.87,0,0,73.83,0
510,基隆市,2016/11/11,基隆,1.4,0.29,0,40.7,23,11,9.6,1.95,7.65,1.996,0.094,1.902,1.85,1.6,21.25,0,0,72.46,0
511,基隆市,2016/11/10,基隆,2.6,0.21,0,31.4,13,6,11.17,1.99,9.18,1.941,0.064,1.876,0.88,0.47,19.09,0,0,92.44,0
512,基隆市,2016/11/09,基隆,0.6,0.17,0,39.5,27,10,5.88,1.55,4.32,1.901,0.036,1.865,2.17,1.71,19.94,0,0,76.78,0
513,基隆市,2016/11/08,基隆,2.2,0.39,0,27.7,26,13,16.75,3.78,12.98,0,0,0,1.91,1.3,21.77,0,0,86.66,0
514,基隆市,2016/11/07,基隆,1.5,0.31,0,29.1,15,7,14.43,3.51,10.91,1.996,0.118,1.878,1.48,1.04,24.45,0,0,72.77,0
515,基隆市,2016/11/06,基隆,2.2,0.38,0,21.7,23,13,15.72,5.64,10.08,2.213,0.161,2.052,1.37,1.09,23.84,0,0,85.06,0
516,基隆市,2016/11/05,基隆,1.7,0.55,0,16.4,26,14,26.36,8.77,17.59,2.396,0.246,2.151,0.68,0.35,21.96,0,0,88.68,0
517,基隆市,2016/11/04,基隆,1.3,0.38,0,29.7,22,13,16.46,2.53,13.92,2.101,0.143,1.958,0.94,0.57,20.43,0,0,94.29,0
518,基隆市,2016/11/03,基隆,0.7,0.18,0,45,33,13,4.44,1.26,3.17,1.929,0.05,1.879,2.38,2.08,21.39,0,0,71.92,0
519,基隆市,2016/11/02,基隆,0.6,0.16,0,42.7,27,8,3.36,0.85,2.5,1.909,0.038,1.871,2.37,2.11,20.69,0,0,71.79,0
520,基隆市,2016/11/01,基隆,0.5,0.19,0,42.6,23,8,3.44,0.52,2.88,1.914,0.036,1.878,2.54,2.35,21.94,0,0,79.23,0
521,新竹市,2016/11/13,新竹,3.5,0.52,0,38.5,59,30,20.72,2.81,17.91,2.153,0.212,1.941,1.27,0.79,24.11,0,0,78.72,0
522,新竹市,2016/11/12,新竹,3.2,0.5,0,28.4,55,23,27.73,6.12,21.61,2.222,0.267,1.955,1.29,0.89,23.24,0,0,75.9,0
523,新竹市,2016/11/11,新竹,3,0.41,0,28.4,34,12,20.34,1.79,18.55,2.044,0.185,1.86,2.41,2.08,21.35,0,0,68.86,0
524,新竹市,2016/11/10,新竹,2.1,0.32,0,24.7,28,9,19.06,1.85,17.21,2.003,0.154,1.849,2.34,1.89,19.47,0,0,83.45,0
525,新竹市,2016/11/09,新竹,2.7,0.26,0,32.1,32,11,14.22,1.7,12.52,1.929,0.122,1.807,4.43,3.68,19.93,0,0,71.89,0
526,新竹市,2016/11/08,新竹,2.3,0.38,0,29.8,46,20,17.41,2.7,14.7,2.035,0.171,1.864,2.74,1.95,22.59,0,0,78.69,0
527,新竹市,2016/11/07,新竹,3,0.47,0,43.5,56,29,17.69,1.8,15.89,2.09,0.224,1.866,1.33,0.85,25.03,0,0,72.07,0
528,新竹市,2016/11/06,新竹,2.9,0.51,0,27.8,51,27,22.71,2.3,20.42,2.187,0.265,1.922,0.89,0.58,24.13,0,0,69.56,0
529,新竹市,2016/11/05,新竹,3.3,0.55,0,35.4,57,30,27.81,5.3,22.51,2.218,0.303,1.915,1.28,0.79,23.79,0,0,72.1,0
530,新竹市,2016/11/04,新竹,3.2,0.37,0,32.1,34,12,19.43,2.03,17.39,1.988,0.169,1.819,2.56,2.14,23.15,0,0,70.32,0
531,新竹市,2016/11/03,新竹,2.5,0.23,0,38.8,41,10,12.86,1.47,11.4,1.908,0.116,1.792,4.45,3.78,21.51,0,0,66.11,0
532,新竹市,2016/11/02,新竹,2.2,0.24,0,36,36,8,13.91,1.6,12.3,1.915,0.11,1.805,5.24,4.11,20.8,0,0,67.08,0
533,新竹市,2016/11/01,新竹,2.4,0.27,0,37.8,35,7,11.75,1.21,10.53,1.901,0.089,1.812,5.62,4.49,22.52,0,0,69.94,0
